"X","phenocam","sm5cm_gs_mean","sm5cm_gs_mean_3day90th","sm5cm_gs_min","sm30cm_gs_mean","sm30cm_gs_mean_3day90th","sm30cm_gs_min","greenness_max","stemp5_gs_mean","stemp30_gs_mean","airtemp_gs_mean","Greenup","Maturity","Senescence","Dormancy","fit","threshold","uncertainty_envelope","length_of_season","year","Greenup_2018","Maturity_2018","Senescence_2018","Dormancy_2018","LOS_2018","Greenup_z","Maturity_z","Senescence_z","Dormancy_z","length_of_season_z","max_greenness_z"
14,21,0.282110193920335,0.287245283018868,0.228444444444444,0.352539897798742,0.365495283018868,0.168680555555556,0.421981068804386,8.76484669628066,9.66706374475891,10.1880950668546,145,174,206,250,"klosterman","klosterman","50%",105,2018,145,174,206,250,105,-1.39384519515055,-0.488726533924403,-0.240360725192593,-0.941084754816633,-0.679293128034323,-0.425520767572807
