"phenocam","rcc","gcc","bcc","brt","night.filtered","spline.filtered","max.filtered","date","doy","year"
20,0.281468680422843,0.325798236206713,0.391742926793091,491.232013002954,0.325798236206713,0.325798236206713,0.332789834510316,"2017-09-25",268,2017
17,0.31077851604055,0.419974175454561,0.270346028247478,310.134332381675,0.419974175454561,0.419974175454561,0.426800334084199,"2017-06-18",169,2017
16,0.27464896431715,0.325917712967214,0.399433322715636,519.252561027483,0.325917712967214,0.325917712967214,0.32807880285401,"2017-11-08",312,2017
10,0.335049493964876,0.392650824138162,0.270128206791248,304.506280459518,0.392650824138162,0.392650824138162,0.395154122368389,"2017-06-27",178,2017
8,0.388472829004223,0.374069304573914,0.236821761329526,351.706214944659,0.374069304573914,0.374069304573914,0.376248420435385,"2017-09-20",263,2017
21,0.362933771544593,0.407924650571981,0.22898364417517,301.150482444385,0.407924650571981,0.407924650571981,0.408865465596693,"2017-08-14",226,2017
11,0.376780387168231,0.358487929118213,0.264731683713555,305.608029698201,0.358487929118213,0.358487929118213,0.36111476838805,"2017-10-17",290,2017
20,0.351437947437601,0.403516507294837,0.241704367611186,327.849771855715,0.403516507294837,0.403516507294837,0.407200466853032,"2017-07-05",186,2017
14,0.344221719679729,0.407882981608034,0.249347356261201,344.441639196724,0.407882981608034,0.407882981608034,0.41576907233063,"2017-06-20",171,2017
6,0.300363056050596,0.331622864463995,0.368014079485408,593.044962851481,0.331622864463995,0.331622864463995,0.333618998956652,"2017-06-16",167,2017
10,0.345594938722425,0.386990654222443,0.267052519068064,311.692033396594,0.386990654222443,0.386990654222443,0.388548444238485,"2017-07-16",197,2017
16,0.266384891618594,0.323612639488303,0.410002468893103,388.369439291538,0.323612639488303,0.323612639488303,0.334026202943954,"2017-10-09",282,2017
15,0.388669800373113,0.367402213751484,0.244301975903414,317.206097103532,0.367402213751484,0.367402213751484,0.36946207973261,"2017-10-20",293,2017
9,0.3874844373156,0.391353170203234,0.221362399282962,325.23251596424,0.391353170203234,0.391353170203234,0.39147400770735,"2017-08-06",218,2017
7,0.414038988805487,0.401708478060336,0.18433156612227,326.199032200943,0.401708478060336,0.401708478060336,0.405487655752576,"2017-09-11",254,2017
11,0.420447606566816,0.377866667142096,0.201690782798601,303.85228929234,0.377866667142096,0.377866667142096,0.378454531005174,"2017-09-19",262,2017
19,0.319145379802817,0.430329279023069,0.250265385803859,255.570525642051,0.430329279023069,0.430329279023069,0.437919889109075,"2017-08-08",220,2017
