"X","TIMESTAMP","RECORD","sensornode","airtemp_Max","airtemp_TMx","airtemp_Min","airtemp_TMn","airtemp_Avg","rh_Max","rh_TMx","rh_Min","rh_TMn","rh_Avg","soiltemp_5cm_Avg","soiltemp_30cm_Avg","vwca_5cm_Avg","vwca_30cm_Avg","vwcb_5cm_Avg","vwcb_30cm_Avg","vwcc_5cm_Avg","vwcc_30cm_Avg","ppt_Tot","ppt2_Tot","dts","dts_Min","panltemp","battvolt_Min","airtemp_Std","rh_Std","soiltemp_5cm_Std","soiltemp_30cm_Std","vwca_5cm_Std","vwca_30cm_Std","vwcb_5cm_Std","vwcb_30cm_Std","vwcc_5cm_Std","vwcc_30cm_Std","ppt_Std","ppt2_Std","dts_Std"
19991,"2018-03-14 15:20:00",19990,14,1.096,"2018-03-14 15:18:10",0.732,"2018-03-14 15:10:35",0.94,48.86,"2018-03-14 15:14:10",45.75,"2018-03-14 15:16:40",47.07,-4.092,-5.179,0.114,0.024,0.049,0.084,0.115,0.034,0,0,1756,888,8.04,14.12,0.085,0.712,0.015,0.004,0,0,0,0,0,0,0,0,314.6
21424,"2018-03-24 17:00:00",21423,14,-0.968,"2018-03-24 16:51:05",-1.14,"2018-03-24 16:57:35",-1.069,48.7,"2018-03-24 16:50:25",45.88,"2018-03-24 16:52:50",46.84,-1.109,-1.315,0.144,0.096,0.086,0.092,0.109,0.044,0,0,3359,3357,2.509,14.03,0.047,0.678,0.004,0.001,0,0,0,0,0,0,0,0,0.945
21128,"2018-03-22 15:30:00",21127,14,2.138,"2018-03-22 15:29:45",1.945,"2018-03-22 15:27:55",2.028,65.76,"2018-03-22 15:28:10",64.44,"2018-03-22 15:29:00",65.12,-1.742,-0.653,0.133,0.29,0.089,0.096,0.1,0.038,0,0,3350,3348,8.81,14.15,0.058,0.45,0.004,0.001,0,0,0,0,0,0,0,0,1.952
21491,"2018-03-25 04:20:00",21490,14,-4.291,"2018-03-25 04:16:55",-4.766,"2018-03-25 04:12:30",-4.581,62.39,"2018-03-25 04:12:25",57.12,"2018-03-25 04:20:00",59.63,-2.925,-1.503,0.131,0.09,0.066,0.093,0.104,0.045,0,0,3349,3346,-5.124,12.76,0.11,1.183,0.012,0.002,0,0,0,0,0,0,0,0,2.178
21471,"2018-03-25 01:00:00",21470,14,-3.034,"2018-03-25 00:54:05",-3.499,"2018-03-25 00:58:10",-3.215,57.31,"2018-03-25 00:58:15",54.83,"2018-03-25 00:53:40",55.83,-2.03,-1.394,0.137,0.092,0.072,0.094,0.115,0.046,0,0,3341,3338,-3.792,12.85,0.123,0.716,0.013,0.001,0,0,0,0,0,0,0,0,1.756
21569,"2018-03-25 17:20:00",21568,14,-2.669,"2018-03-25 17:17:25",-2.832,"2018-03-25 17:11:45",-2.741,80.8,"2018-03-25 17:16:30",77.4,"2018-03-25 17:19:00",79.47,-1.147,-1.943,0.144,0.086,0.085,0.092,0.114,0.044,0,0,3344,3337,0.018,13.95,0.034,1.068,0.004,0.001,0,0.002,0,0,0,0,0,0,2.446
10814,"2018-01-09 18:40:00",10813,14,-0.968,"2018-01-09 18:39:15",-1.028,"2018-01-09 18:38:25",-0.996,67.2,"2018-01-09 18:38:25",66.19,"2018-01-09 18:37:55",66.67,-2.418,-2.946,0.124,0.026,0.059,0.087,0.109,0.041,0,0,3401,3401,-1.338,13.05,0.019,0.265,0.002,0.001,0,0,0,0,0,0,0,0,0
55154,"2018-11-14 11:20:00",55147,14,0.388,"2018-11-14 11:18:10",-0.118,"2018-11-14 11:19:40",0.059,36.35,"2018-11-14 11:19:35",29.96,"2018-11-14 11:18:10",34.32,-2.935,-0.815,0.134,0.04,0.09,0.194,0.115,0.194,0,0,3372,3369,12.21,14.44,0.147,1.877,0.001,0,0,0,0,0,0,0,0,0,1.999
25489,"2018-04-22 00:40:00",25488,14,-3.531,"2018-04-22 00:31:45",-4.058,"2018-04-22 00:30:15",-3.758,91.4,"2018-04-22 00:30:30",84.7,"2018-04-22 00:31:45",87.6,-2.606,-2.03,0.105,0.091,0.081,0.081,0.097,0.048,0,0,3259,3258,-3.705,12.81,0.115,1.387,0.009,0.001,0,0,0,0,0,0,0,0,5.303
22071,"2018-03-29 05:20:00",22070,14,-12.05,"2018-03-29 05:19:55",-12.07,"2018-03-29 05:19:45",-12.06,84.2,"2018-03-29 05:19:55",83.9,"2018-03-29 05:20:00",84.1,-3.084,-2.437,0.123,0.079,0.068,0.091,0.1,0.045,0,0,636,636,-12.17,12.61,0.01,0.108,0,0,0,0,0,0,0,0,0,0,0
12198,"2018-01-19 10:20:00",12197,14,-0.563,"2018-01-19 10:20:00",-0.563,"2018-01-19 10:20:00",-0.563,46.36,"2018-01-19 10:20:00",46.36,"2018-01-19 10:20:00",46.36,-5.291,-4.689,0.108,0.025,0.048,0.082,0.095,0.036,0,0,3370,3370,1.237,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0
12382,"2018-01-20 17:20:00",12381,14,-2.264,"2018-01-20 17:19:45",-2.264,"2018-01-20 17:19:45",-2.264,55.31,"2018-01-20 17:20:00",55.25,"2018-01-20 17:19:50",55.27,-3.155,-4.111,0.118,0.029,0.055,0.08,0.101,0.037,0,0,503,503,-1.399,13.13,0,0.024,0,0,0,0,0,0,0,0,0,0,0.433
12320,"2018-01-20 06:50:00",12319,14,-5.264,"2018-01-20 06:48:50",-5.406,"2018-01-20 06:47:35",-5.319,64.54,"2018-01-20 06:48:15",63.69,"2018-01-20 06:49:30",64.14,-6.24,-4.265,0.109,0.028,0.052,0.084,0.093,0.036,0,0,500,500,-6.667,12.71,0.042,0.291,0.003,0.001,0,0,0,0,0,0,0,0,0
20675,"2018-03-19 11:10:00",20674,14,-10.53,"2018-03-19 11:09:10",-10.92,"2018-03-19 11:03:00",-10.75,73,"2018-03-19 11:08:30",68.08,"2018-03-19 11:01:50",70.45,-6.307,-4.982,0.107,0.02,0.045,0.084,0.097,0.034,0,0,3337,3330,2.881,14.38,0.104,1.339,0.004,0.001,0,0,0,0,0,0,0,0,1.795
22700,"2018-04-02 14:40:00",22699,14,1.682,"2018-04-02 14:39:55",1.672,"2018-04-02 14:40:00",1.677,41.66,"2018-04-02 14:39:55",41.59,"2018-04-02 14:40:00",41.62,-2.19,-2.797,0.122,0.079,0.077,0.086,0.107,0.045,0,0,3383,3382,8.61,13.99,0.005,0.032,0,0,0,0,0,0,0,0,0,0,0.5
22002,"2018-03-28 17:40:00",22001,14,-8.43,"2018-03-28 17:30:15",-8.87,"2018-03-28 17:39:50",-8.71,91.8,"2018-03-28 17:35:55",84.9,"2018-03-28 17:39:15",88.8,-2.595,-2.414,0.125,0.08,0.067,0.091,0.103,0.045,0,0,636,635,-5.502,14.28,0.118,2.218,0.001,0,0,0,0,0,0,0,0,0,0.555
12333,"2018-01-20 09:00:00",12332,14,-2.244,"2018-01-20 08:56:25",-2.528,"2018-01-20 08:50:20",-2.35,54.52,"2018-01-20 08:58:15",53.28,"2018-01-20 08:53:55",53.84,-6.388,-4.351,0.108,0.028,0.047,0.083,0.093,0.036,0,0,500,500,0.184,14.77,0.067,0.268,0.014,0.002,0,0,0,0,0,0,0,0,0.18
11919,"2018-01-17 11:20:00",11918,14,-3.844,"2018-01-17 11:13:40",-4.605,"2018-01-17 11:20:00",-4.238,45.56,"2018-01-17 11:20:00",35.79,"2018-01-17 11:12:55",41.24,-8.02,-5.964,0.101,0.031,0.045,0.081,0.089,0.035,0,0,3309,337,7.187,14.19,0.222,2.327,0.027,0.001,0,0,0,0,0,0,0,0,276.2
22043,"2018-03-29 00:40:00",22042,14,-11.82,"2018-03-29 00:36:00",-12.08,"2018-03-29 00:32:25",-11.96,87.3,"2018-03-29 00:37:40",84.2,"2018-03-29 00:35:00",85.7,-2.758,-2.404,0.125,0.079,0.069,0.091,0.103,0.045,0,0,635,634,-11.2,12.77,0.06,0.655,0.002,0,0,0,0,0,0,0,0,0,0.258
22687,"2018-04-02 12:30:00",22686,14,2.106,"2018-04-02 12:30:00",2.067,"2018-04-02 12:29:50",2.089,39.61,"2018-04-02 12:29:50",38.35,"2018-04-02 12:30:00",38.93,-2.764,-2.845,0.119,0.08,0.082,0.082,0.102,0.045,0,0,3384,3384,12.08,14.06,0.014,0.482,0,0,0,0,0,0,0,0,0,0,0
21406,"2018-03-24 14:00:00",21405,14,0.792,"2018-03-24 13:59:55",0.428,"2018-03-24 13:54:00",0.575,33.45,"2018-03-24 13:52:40",26.98,"2018-03-24 13:58:20",29.46,-1.466,-1.231,0.138,0.101,0.08,0.092,0.107,0.043,0,0,3356,3346,12.9,14.04,0.086,1.291,0.01,0.002,0,0,0,0,0,0,0,0,2.885
20324,"2018-03-16 23:30:00",20323,14,-7.272,"2018-03-16 23:28:45",-7.516,"2018-03-16 23:27:50",-7.362,51.62,"2018-03-16 23:27:45",50.41,"2018-03-16 23:29:55",50.7,-5.882,-4.48,0.11,0.018,0.048,0.084,0.1,0.035,0,0,3285,3284,-9.1,12.83,0.068,0.345,0.001,0,0,0,0,0,0,0,0,0,0.309
21546,"2018-03-25 13:30:00",21545,14,-1.069,"2018-03-25 13:20:10",-1.616,"2018-03-25 13:26:40",-1.43,64.99,"2018-03-25 13:22:40",60.39,"2018-03-25 13:28:10",62.86,-1.805,-2.021,0.136,0.088,0.078,0.09,0.106,0.044,0,0,3370,3356,7.844,14.16,0.111,0.983,0.013,0,0,0.001,0,0,0,0,0,0,3.852
22505,"2018-04-01 05:50:00",22504,14,-5.142,"2018-04-01 05:50:00",-5.487,"2018-04-01 05:41:50",-5.383,93,"2018-04-01 05:41:45",89.3,"2018-04-01 05:50:00",92.1,-2.888,-2.637,0.122,0.08,0.072,0.088,0.103,0.044,0,0,2966,2966,-4.466,12.7,0.095,1.002,0,0,0,0,0,0,0,0,0,0,0.583
24737,"2018-04-16 18:40:00",24736,14,3.28,"2018-04-16 18:40:00",2.693,"2018-04-16 18:35:20",2.936,37.31,"2018-04-16 18:35:05",33.82,"2018-04-16 18:39:50",35.82,-2.099,-2.909,0.128,0.075,0.08,0.079,0.1,0.047,0,0,2864,2862,5.437,12.88,0.155,0.93,0.002,0.003,0,0,0,0,0,0,0,0,1.594
25022,"2018-04-18 18:20:00",25021,14,-5.75,"2018-04-18 18:18:10",-5.872,"2018-04-18 18:19:50",-5.794,47.92,"2018-04-18 18:20:00",46.11,"2018-04-18 18:19:30",46.72,-2.062,-3.285,0.129,0.078,0.075,0.079,0.096,0.046,0,0,3315,3314,1.517,12.94,0.03,0.418,0.002,0.001,0,0,0,0,0,0,0,0,0.367
21101,"2018-03-22 11:00:00",21100,14,1.763,"2018-03-22 10:59:15",1.682,"2018-03-22 10:59:35",1.713,65.88,"2018-03-22 11:00:00",65.28,"2018-03-22 10:59:25",65.51,-4.321,-4.421,0.108,0.018,0.051,0.079,0.103,0.037,0,0,3351,3351,11.31,14.07,0.027,0.188,0.001,0,0,0,0,0,0,0,0,0,0
25068,"2018-04-19 02:00:00",25067,14,-7.495,"2018-04-19 01:59:45",-8.14,"2018-04-19 01:50:55",-7.884,46.64,"2018-04-19 01:50:05",41.29,"2018-04-19 01:59:20",44.25,-4.325,-2.856,0.118,0.074,0.073,0.077,0.087,0.046,0,0,3307,3305,-8.89,12.45,0.179,1.374,0.024,0.002,0,0,0,0,0,0,0,0,3.201
21847,"2018-03-27 15:50:00",21846,14,-1.838,"2018-03-27 15:49:35",-1.94,"2018-03-27 15:49:45",-1.908,45.03,"2018-03-27 15:49:35",44.72,"2018-03-27 15:49:50",44.82,-1.93,-2.141,0.129,0.08,0.073,0.092,0.112,0.046,0,0,3245,3245,13.89,14.02,0.037,0.11,0,0,0,0,0,0,0,0,0,0,0
21403,"2018-03-24 13:30:00",21402,14,1.096,"2018-03-24 13:22:45",0.469,"2018-03-24 13:25:50",0.796,28.77,"2018-03-24 13:22:10",25.47,"2018-03-24 13:25:45",26.82,-1.569,-1.211,0.135,0.102,0.08,0.091,0.107,0.044,0,0,3350,3342,14.36,14.04,0.187,0.762,0.009,0.002,0,0,0,0,0,0,0,0,3.116
20027,"2018-03-14 21:20:00",20026,14,-1.707,"2018-03-14 21:12:50",-2.102,"2018-03-14 21:18:55",-1.904,51.03,"2018-03-14 21:19:45",49.45,"2018-03-14 21:14:45",50.17,-4.601,-4.694,0.113,0.026,0.049,0.086,0.117,0.034,0,0,2945,2944,-5.12,12.92,0.117,0.429,0.021,0.002,0,0,0,0,0,0,0,0,0.9
20492,"2018-03-18 04:00:00",20491,14,-6.217,"2018-03-18 03:53:40",-6.846,"2018-03-18 03:51:25",-6.495,46.64,"2018-03-18 03:50:20",42.54,"2018-03-18 03:57:30",44.74,-6.268,-4.651,0.109,0.02,0.048,0.085,0.097,0.035,0,0,3311,3300,-8.39,12.76,0.174,1.073,0.008,0.002,0,0,0,0,0,0,0,0,3.257
24583,"2018-04-15 17:00:00",24582,14,-0.138,"2018-04-15 16:59:50",-0.928,"2018-04-15 16:53:30",-0.601,56.47,"2018-04-15 16:53:05",52.99,"2018-04-15 17:00:00",54.79,-3.04,-3.381,0.121,0.073,0.078,0.078,0.094,0.046,0,0,4888,4633,5.007,13.33,0.22,0.761,0.003,0.002,0,0,0,0,0,0,0,0,57.65
22728,"2018-04-02 19:40:00",22727,14,-2.416,"2018-04-02 19:30:05",-2.912,"2018-04-02 19:39:45",-2.662,83.2,"2018-04-02 19:35:50",77,"2018-04-02 19:31:25",80.2,-1.974,-2.559,0.127,0.08,0.075,0.091,0.113,0.045,0,0,3314,2988,-0.056,12.88,0.138,1.914,0.003,0.002,0,0,0,0,0,0,0,0,116.7
21833,"2018-03-27 13:30:00",21832,14,-3.742,"2018-03-27 13:29:50",-4.473,"2018-03-27 13:23:15",-4.01,78.08,"2018-03-27 13:23:15",72.83,"2018-03-27 13:28:20",75.89,-2.174,-2.147,0.128,0.079,0.072,0.091,0.11,0.046,0,0,3245,3245,16.99,13.91,0.15,1.376,0.003,0,0,0,0,0,0,0,0,0,0
20517,"2018-03-18 08:10:00",20516,14,-4.534,"2018-03-18 08:08:35",-5.212,"2018-03-18 08:02:55",-4.907,48.13,"2018-03-18 08:02:55",42.83,"2018-03-18 08:09:25",45.73,-6.996,-4.828,0.106,0.021,0.043,0.085,0.095,0.034,0,0,3328,3325,2.117,14.71,0.2,1.458,0.005,0.002,0,0,0,0,0,0,0,0,2.237
58041,"2018-12-04 13:30:00",58028,14,-17.36,"2018-12-04 13:25:15",-17.89,"2018-12-04 13:20:10",-17.59,81.4,"2018-12-04 13:25:30",79.53,"2018-12-04 13:29:50",80.5,-8.41,-5.301,0.112,0.016,0.054,0.073,0.088,0.026,0,0,500,500,-12.2,14.73,0.12,0.449,0.003,0,0,0,0,0,0,0,0,0,0
20879,"2018-03-20 21:20:00",20878,14,-9.04,"2018-03-20 21:17:40",-9.34,"2018-03-20 21:13:10",-9.19,84.6,"2018-03-20 21:13:50",80.1,"2018-03-20 21:17:40",82.3,-6.077,-5.093,0.107,0.018,0.048,0.083,0.097,0.034,0,0,3217,3217,-8.94,12.87,0.106,1.522,0,0,0,0,0,0,0,0,0,0,0
21025,"2018-03-21 21:40:00",21024,14,-4.148,"2018-03-21 21:34:00",-4.392,"2018-03-21 21:36:15",-4.279,83.9,"2018-03-21 21:38:30",82.4,"2018-03-21 21:31:55",83.2,-4.386,-4.519,0.113,0.02,0.049,0.084,0.103,0.035,0,0,3309,3304,-4.534,12.91,0.056,0.374,0.005,0.002,0,0,0,0,0,0,0,0,2.483
12238,"2018-01-19 17:00:00",12237,14,-0.34,"2018-01-19 16:53:10",-0.694,"2018-01-19 16:57:15",-0.504,41.56,"2018-01-19 16:58:30",38.11,"2018-01-19 16:53:05",39.33,-3.257,-4.36,0.118,0.026,0.053,0.082,0.101,0.036,0,0,3369,3336,1.116,13.62,0.1,0.747,0.008,0.004,0,0,0,0,0,0,0,0,11.9
20544,"2018-03-18 12:40:00",20543,14,-7.617,"2018-03-18 12:32:40",-7.902,"2018-03-18 12:37:15",-7.762,84.8,"2018-03-18 12:40:00",82.6,"2018-03-18 12:30:20",83.6,-6.139,-5.024,0.107,0.027,0.044,0.085,0.098,0.034,0,0,3374,3374,-0.236,14.36,0.08,0.62,0.01,0.001,0,0,0,0,0,0,0,0,0
12935,"2018-01-24 15:00:00",12934,14,-5.304,"2018-01-24 14:59:00",-5.426,"2018-01-24 14:59:40",-5.376,39.95,"2018-01-24 14:59:05",38.72,"2018-01-24 14:59:25",39.29,-6.42,-5.87,0.106,0.025,0.045,0.081,0.091,0.034,0,0,3232,3232,-0.505,14.4,0.039,0.315,0.002,0,0,0,0,0,0,0,0,0,0
22103,"2018-03-29 10:40:00",22102,14,-9.38,"2018-03-29 10:38:50",-9.73,"2018-03-29 10:34:00",-9.56,84.1,"2018-03-29 10:32:00",78.05,"2018-03-29 10:39:05",81.4,-3.33,-2.55,0.122,0.08,0.066,0.09,0.099,0.045,0,0,3166,3159,-3.32,14.5,0.066,1.609,0.003,0.001,0,0,0,0,0,0,0,0,3.389
25104,"2018-04-19 08:00:00",25103,14,-0.563,"2018-04-19 07:59:55",-0.665,"2018-04-19 07:59:25",-0.609,26.19,"2018-04-19 08:00:00",23.56,"2018-04-19 07:59:25",24.1,-6.031,-3.428,0.111,0.075,0.07,0.077,0.084,0.045,0,0,3358,3358,9.93,13.38,0.033,0.806,0.001,0,0,0,0,0,0,0,0,0,0.668
20567,"2018-03-18 16:30:00",20566,14,-8.35,"2018-03-18 16:29:50",-8.59,"2018-03-18 16:24:55",-8.49,85.1,"2018-03-18 16:27:00",81,"2018-03-18 16:29:40",83.5,-5.748,-5.01,0.108,0.019,0.046,0.085,0.098,0.034,0,0,3374,3374,-6.356,13.45,0.067,1.057,0.002,0.001,0,0,0,0,0,0,0,0,0
11954,"2018-01-17 17:20:00",11953,14,-5.872,"2018-01-17 17:14:15",-6.42,"2018-01-17 17:11:45",-6.188,52.81,"2018-01-17 17:11:45",49.59,"2018-01-17 17:13:45",50.46,-5.925,-5.672,0.107,0.026,0.047,0.082,0.093,0.035,0,0,3380,3380,-3.769,13.13,0.129,0.713,0.013,0.003,0,0,0,0,0,0,0,0,0.738
21677,"2018-03-26 11:30:00",21676,14,-4.087,"2018-03-26 11:23:00",-5.314,"2018-03-26 11:27:40",-4.846,67.17,"2018-03-26 11:26:20",60.39,"2018-03-26 11:23:45",63.44,-2.67,-2.081,0.126,0.081,0.068,0.091,0.102,0.044,0,0,3322,3322,11.64,14.1,0.369,1.898,0.007,0.002,0,0,0,0,0,0,0,0,0
57969,"2018-12-04 01:30:00",57956,14,-18.46,"2018-12-04 01:22:40",-18.54,"2018-12-04 01:20:15",-18.49,83.5,"2018-12-04 01:20:25",80.1,"2018-12-04 01:29:30",82,-8.41,-5.075,0.112,0.015,0.059,0.074,0.086,0.027,0,0,500,500,-17.61,12.71,0.025,0.914,0,0.001,0,0,0,0,0,0,0,0,0
25034,"2018-04-18 20:20:00",25033,14,-7.708,"2018-04-18 20:12:25",-7.962,"2018-04-18 20:18:10",-7.828,53.15,"2018-04-18 20:14:45",52.1,"2018-04-18 20:12:05",52.54,-1.827,-3.099,0.131,0.075,0.074,0.078,0.094,0.047,0,0,3304,2284,-4.912,12.73,0.065,0.254,0.004,0.005,0,0,0,0,0,0,0,0,343.3
21044,"2018-03-22 00:50:00",21043,14,-3.824,"2018-03-22 00:45:30",-4.026,"2018-03-22 00:47:40",-3.935,84,"2018-03-22 00:48:05",81.5,"2018-03-22 00:50:00",83.1,-4.661,-4.446,0.113,0.018,0.049,0.084,0.101,0.035,0,0,3309,3302,-4.415,12.85,0.052,0.562,0.002,0,0,0.001,0,0,0,0,0,0,4.781
22423,"2018-03-31 16:10:00",22422,14,-1.616,"2018-03-31 16:02:10",-1.798,"2018-03-31 16:09:35",-1.678,67.23,"2018-03-31 16:09:30",63.89,"2018-03-31 16:07:25",65.32,-2.377,-2.834,0.124,0.081,0.073,0.087,0.107,0.043,0,0,3319,3319,1.242,14.32,0.045,0.727,0.001,0.002,0,0,0,0,0,0,0,0,0.668
21149,"2018-03-22 19:00:00",21148,14,0.084,"2018-03-22 18:53:25",-0.3,"2018-03-22 18:51:00",-0.129,89.3,"2018-03-22 18:51:00",85.5,"2018-03-22 18:53:35",87.7,-0.856,-0.731,0.145,0.211,0.096,0.098,0.103,0.039,0,0,3350,3350,1.045,13.05,0.096,0.918,0.006,0.001,0,0.001,0,0,0,0,0,0,5.46
12073,"2018-01-18 13:30:00",12072,14,1.358,"2018-01-18 13:25:25",0.489,"2018-01-18 13:27:15",0.894,35.96,"2018-01-18 13:29:00",30.86,"2018-01-18 13:24:55",33.46,-5.422,-5.462,0.107,0.03,0.048,0.077,0.092,0.038,0,0,3348,3345,7.925,14.16,0.247,1.296,0.013,0.001,0,0,0,0,0,0,0,0,1.722
21673,"2018-03-26 10:50:00",21672,14,-5.122,"2018-03-26 10:50:00",-5.548,"2018-03-26 10:47:50",-5.456,66.89,"2018-03-26 10:49:50",63.43,"2018-03-26 10:48:55",64.84,-2.751,-2.061,0.126,0.08,0.068,0.092,0.102,0.044,0,0,3322,3322,10.5,14.13,0.114,1.044,0.001,0,0,0,0,0,0,0,0,0,0
57517,"2018-11-30 22:10:00",57504,14,-11.25,"2018-11-30 22:08:40",-11.4,"2018-11-30 22:03:40",-11.33,89.2,"2018-11-30 22:01:35",87.2,"2018-11-30 22:08:50",88.6,-3.706,-2.461,0.126,0.019,0.066,0.083,0.098,0.039,0,0,500,500,-10.15,12.5,0.033,0.55,0.019,0,0,0,0,0,0,0,0,0,0
