"X","TIMESTAMP","RECORD","sensornode","airtemp_Max","airtemp_TMx","airtemp_Min","airtemp_TMn","airtemp_Avg","rh_Max","rh_TMx","rh_Min","rh_TMn","rh_Avg","soiltemp_5cm_Avg","soiltemp_30cm_Avg","vwca_5cm_Avg","vwca_30cm_Avg","vwcb_5cm_Avg","vwcb_30cm_Avg","vwcc_5cm_Avg","vwcc_30cm_Avg","ppt_Tot","ppt2_Tot","dts","dts_Min","panltemp","battvolt_Min","airtemp_Std","rh_Std","soiltemp_5cm_Std","soiltemp_30cm_Std","vwca_5cm_Std","vwca_30cm_Std","vwcb_5cm_Std","vwcb_30cm_Std","vwcc_5cm_Std","vwcc_30cm_Std","ppt_Std","ppt2_Std","dts_Std"
30176,"2018-08-03 01:20:00",26733,9,11.71,"2018-08-03 01:18:25",10.93,"2018-08-03 01:10:05",11.25,53.31,"2018-08-03 01:14:25",50.25,"2018-08-03 01:17:30",52.31,9.66,10.07,0.132,0.113,0.126,0.113,0.085,0.075,0,0,2535,2529,9.5,12.67,0.245,0.91,0.113,0.025,0,0,0,0,0,0,0,0,2.095
26202,"2018-07-06 11:00:00",22759,9,15.44,"2018-07-06 10:50:10",14.98,"2018-07-06 10:52:40",15.09,47.13,"2018-07-06 10:55:00",40.15,"2018-07-06 10:50:15",42.5,13.26,7.709,0.086,0.246,0.115,0.11,0.08,0.049,0,0,2561,2558,23.87,12.49,0.093,1.673,0,0,0,0,0,0,0,0,0,0,1.283
31221,"2018-08-10 07:30:00",27778,9,12.94,"2018-08-10 07:20:05",11.6,"2018-08-10 07:25:45",12.12,46.93,"2018-08-10 07:27:45",39.63,"2018-08-10 07:20:05",43.08,6.149,9.76,0.159,0.112,0.137,0.105,0.102,0.065,0,0,2596,2589,21.37,12.77,0.392,1.503,0.001,0.05,0,0,0,0,0,0,0,0,1.817
30246,"2018-08-03 13:00:00",26803,9,6.996,"2018-08-03 12:59:05",6.491,"2018-08-03 12:51:35",6.805,93,"2018-08-03 12:52:55",84.9,"2018-08-03 12:55:00",89.6,9.05,9.56,0.131,0.114,0.131,0.11,0.09,0.076,0,0,2535,2519,7.575,13.11,0.158,2.054,0,0,0,0.002,0,0,0,0,0,0,6.139
31817,"2018-08-14 10:50:00",28374,9,10.2,"2018-08-14 10:49:50",9.73,"2018-08-14 10:41:45",9.92,83.4,"2018-08-14 10:43:40",80.5,"2018-08-14 10:45:10",81.9,12.8,10.3,0.085,0.102,0.108,0.096,0.062,0.037,0,0,2550,2548,14.42,13.23,0.125,0.782,0,0,0.001,0.002,0,0,0,0,0,0,2.069
31313,"2018-08-10 22:50:00",27870,9,7.924,"2018-08-10 22:44:35",6.31,"2018-08-10 22:42:00",7.266,83.2,"2018-08-10 22:42:30",73.7,"2018-08-10 22:45:35",77.65,9.85,10.33,0.136,0.113,0.129,0.105,0.085,0.06,0,0,2546,2542,4.493,12.69,0.5,2.174,0.078,0,0,0,0,0,0,0,0,0,4.708
31959,"2018-08-15 10:30:00",28516,9,13.98,"2018-08-15 10:20:05",12.62,"2018-08-15 10:22:30",13.14,37.25,"2018-08-15 10:23:55",29.01,"2018-08-15 10:25:15",32.59,10.84,9.77,0.086,0.105,0.107,0.094,0.062,0.036,0,0,2563,2559,21.81,13.99,0.332,1.73,0.102,0,0,0,0,0,0,0,0,0,2.354
29397,"2018-07-28 15:30:00",25954,9,13.13,"2018-07-28 15:29:50",12.29,"2018-07-28 15:20:10",12.63,47.9,"2018-07-28 15:20:40",39.26,"2018-07-28 15:29:30",42.55,13.92,9.58,0.283,0.12,0.22,0.157,0.21,0.171,0,0,2534,2507,15.07,13.37,0.214,1.805,0.103,0.07,0.001,0.001,0,0,0,0,0,0,6.875
29427,"2018-07-28 20:30:00",25984,9,9.35,"2018-07-28 20:30:00",8.2,"2018-07-28 20:20:05",8.85,60.84,"2018-07-28 20:20:20",53.87,"2018-07-28 20:30:00",56.79,10.64,9.88,0.276,0.116,0.217,0.158,0.204,0.167,0,0,2533,2519,7.618,12.72,0.311,1.778,0.105,0.084,0,0,0,0,0,0,0,0,4.349
26294,"2018-07-07 02:20:00",22851,9,13.34,"2018-07-07 02:18:50",11.83,"2018-07-07 02:10:05",12.86,41.72,"2018-07-07 02:10:05",37.07,"2018-07-07 02:16:15",38.33,5.943,8.28,0.081,0.242,0.114,0.113,0.074,0.045,0,0,2559,2553,7.071,11.97,0.467,1.269,0.065,0,0,0,0,0,0,0,0,0,1.849
31456,"2018-08-11 22:40:00",28013,9,8.77,"2018-08-11 22:32:05",8.37,"2018-08-11 22:33:45",8.59,50.63,"2018-08-11 22:34:20",49.58,"2018-08-11 22:32:25",49.99,10.98,10.58,0.116,0.112,0.12,0.101,0.072,0.053,0,0,2560,2554,6.482,12.7,0.106,0.285,0.117,0.033,0,0,0,0,0,0,0,0,3.778
28468,"2018-07-22 04:40:00",25025,9,12.08,"2018-07-22 04:37:50",11.57,"2018-07-22 04:34:30",11.81,59.93,"2018-07-22 04:34:25",56.94,"2018-07-22 04:37:40",58.64,9.04,10.31,0.067,0.118,0.105,0.094,0.052,0.028,0,0,2521,2508,10.56,12.52,0.13,0.751,0,0,0,0,0,0,0,0,0,0,4.724
29991,"2018-08-01 18:30:00",26548,9,10.53,"2018-08-01 18:21:10",10.28,"2018-08-01 18:30:00",10.41,56.9,"2018-08-01 18:25:35",54.45,"2018-08-01 18:21:55",55.51,14.77,9.54,0.161,0.113,0.135,0.121,0.117,0.106,0,0,2531,2527,14.28,13.05,0.052,0.52,0,0,0.001,0.002,0,0,0,0,0,0,1.534
26739,"2018-07-10 04:30:00",23296,9,12.41,"2018-07-10 04:21:10",12.04,"2018-07-10 04:25:00",12.26,45.25,"2018-07-10 04:25:30",42.57,"2018-07-10 04:20:35",44.17,7.493,9.3,0.072,0.215,0.109,0.103,0.065,0.039,0,0,2546,2544,9.24,12.07,0.104,0.645,0,0,0,0,0,0,0,0,0,0,0.781
29070,"2018-07-26 09:00:00",25627,9,10.86,"2018-07-26 08:52:05",10.26,"2018-07-26 08:54:55",10.57,76.96,"2018-07-26 08:56:40",58.72,"2018-07-26 08:52:40",68.13,8.76,9.78,0.361,0.119,0.328,0.161,0.266,0.191,0,0,2555,2542,18.74,13.19,0.147,4.443,0,0,0.001,0.001,0.001,0.001,0,0,0,0,4.534
27110,"2018-07-12 18:20:00",23667,9,12.67,"2018-07-12 18:10:10",11.86,"2018-07-12 18:17:50",12.1,72.52,"2018-07-12 18:13:40",64.51,"2018-07-12 18:16:30",68.4,15.25,9.78,0.122,0.174,0.243,0.093,0.064,0.037,0,0,2563,2562,16.66,12.59,0.183,2.341,0,0,0.001,0,0,0,0,0,0,0,1.147
31548,"2018-08-12 14:00:00",28105,9,17.07,"2018-08-12 14:00:00",16.12,"2018-08-12 13:58:00",16.48,31.6,"2018-08-12 13:59:20",26.12,"2018-08-12 13:56:30",28.51,23.5,9.76,0.107,0.11,0.115,0.095,0.079,0.054,0,0,2570,2568,23.38,13.95,0.201,1.257,0.052,0,0,0,0,0,0,0,0,0,2.434
32412,"2018-08-18 14:00:00",28969,9,9.63,"2018-08-18 13:56:30",8.77,"2018-08-18 14:00:00",9.32,74.33,"2018-08-18 13:52:40",66.47,"2018-08-18 13:55:00",70.05,10.63,9.8,0.073,0.101,0.197,0.092,0.058,0.032,0,0,2560,2552,11.56,14.04,0.177,1.624,0.182,0,0,0.001,0.001,0,0,0,0,0,2.959
26368,"2018-07-07 14:40:00",22925,9,12.6,"2018-07-07 14:39:45",11.86,"2018-07-07 14:30:05",12.18,62.79,"2018-07-07 14:35:00",55.13,"2018-07-07 14:38:05",59.7,13.82,7.856,0.08,0.238,0.115,0.107,0.078,0.047,0,0,2551,2532,13.68,12.32,0.182,1.95,0.078,0.095,0,0,0,0,0,0,0,0,6.822
30679,"2018-08-06 13:10:00",27236,9,15.71,"2018-08-06 13:03:10",14.39,"2018-08-06 13:09:55",15.16,33.49,"2018-08-06 13:06:45",23.48,"2018-08-06 13:05:45",27.42,16.5,8.75,0.272,0.115,0.232,0.102,0.181,0.074,0,0,2568,2556,21.92,13.99,0.41,2.14,0.193,0,0,0,0,0,0,0,0,0,4.771
30654,"2018-08-06 09:00:00",27211,9,12.57,"2018-08-06 08:53:35",11.68,"2018-08-06 08:58:00",12.16,44.38,"2018-08-06 08:51:45",35.23,"2018-08-06 08:54:20",39.2,7.203,8.78,0.285,0.117,0.259,0.104,0.182,0.073,0,0,2565,2558,20.21,13.41,0.243,2.129,0.02,0.047,0.003,0,0,0,0,0,0,0,2.913
28728,"2018-07-24 00:00:00",25285,9,10.82,"2018-07-23 23:58:55",10.24,"2018-07-23 23:52:40",10.56,70.99,"2018-07-23 23:50:05",69.04,"2018-07-23 23:54:25",69.75,8.79,10,0.331,0.113,0.356,0.109,0.25,0.043,0,0,2519,2517,6.963,12.46,0.183,0.506,0,0.078,0,0,0.001,0.001,0,0,0,0,1.86
31862,"2018-08-14 18:20:00",28419,9,7.359,"2018-08-14 18:12:45",7.157,"2018-08-14 18:14:45",7.249,99.6,"2018-08-14 18:19:55",99.2,"2018-08-14 18:10:20",99.4,12.7,10.32,0.085,0.105,0.109,0.096,0.061,0.035,0,0,2537,2536,9.26,12.81,0.055,0.117,0.118,0,0.001,0,0,0,0,0,0,0,0.554
27857,"2018-07-17 22:50:00",24414,9,12.03,"2018-07-17 22:44:45",11.6,"2018-07-17 22:40:45",11.84,49.52,"2018-07-17 22:40:25",47.35,"2018-07-17 22:44:30",48.38,10.34,9.8,0.081,0.16,0.126,0.096,0.067,0.039,0,0,2527,2522,9.84,12.37,0.116,0.519,0.062,0.028,0.001,0,0,0,0,0,0,0,3.631
26842,"2018-07-10 21:40:00",23399,9,13.29,"2018-07-10 21:30:25",13.14,"2018-07-10 21:39:50",13.24,36,"2018-07-10 21:40:00",35.76,"2018-07-10 21:34:50",35.82,13.22,9.81,0.07,0.198,0.107,0.1,0.063,0.037,0,0,2544,2542,10.79,12.29,0.042,0.066,0.116,0.03,0,0,0,0,0,0,0,0,0.796
30347,"2018-08-04 05:50:00",26904,9,8.6,"2018-08-04 05:49:55",7.894,"2018-08-04 05:40:15",8.17,65.92,"2018-08-04 05:40:05",62.59,"2018-08-04 05:49:55",64.45,5.31,8.8,0.294,0.109,0.279,0.105,0.157,0.074,0,0,2547,2545,5.917,12.45,0.172,0.837,0.086,0,0.002,0.001,0,0,0,0,0,0,1.205
28047,"2018-07-19 06:30:00",24604,9,12.86,"2018-07-19 06:20:25",12.55,"2018-07-19 06:24:15",12.68,31.31,"2018-07-19 06:20:35",26.83,"2018-07-19 06:25:00",29.06,6.696,9.31,0.075,0.146,0.116,0.096,0.061,0.036,0,0,2545,2531,15.46,12.54,0.073,0.962,0.001,0.05,0,0,0,0,0,0,0,0,6.127
30868,"2018-08-07 20:40:00",27425,9,7.218,"2018-08-07 20:30:05",7.118,"2018-08-07 20:32:00",7.163,87.5,"2018-08-07 20:33:45",85.4,"2018-08-07 20:40:00",86.8,12.94,10.32,0.217,0.114,0.175,0.106,0.148,0.069,0,0,2548,2537,6.809,12.74,0.031,0.672,0.12,0,0,0.001,0,0,0,0,0,0,3.313
29646,"2018-07-30 09:00:00",26203,9,8.13,"2018-07-30 09:00:00",7.39,"2018-07-30 08:58:15",7.657,60.27,"2018-07-30 08:56:35",49.21,"2018-07-30 08:57:10",53.93,7.729,9.27,0.234,0.12,0.173,0.144,0.176,0.152,0,0,2535,2528,18.02,13.37,0.17,2.195,0,0,0,0,0,0,0,0,0,0,2.603
30068,"2018-08-02 07:20:00",26625,9,11.98,"2018-08-02 07:19:25",11.61,"2018-08-02 07:17:45",11.75,50.24,"2018-08-02 07:18:45",45.09,"2018-08-02 07:16:45",47.53,7.74,9.29,0.157,0.112,0.133,0.121,0.107,0.097,0,0,2541,2536,15.55,12.86,0.081,1.118,0.001,0.001,0,0.001,0,0,0,0,0,0,1.6
29610,"2018-07-30 03:00:00",26167,9,3.138,"2018-07-30 02:58:20",2.664,"2018-07-30 02:52:45",2.888,100,"2018-07-30 02:50:05",100,"2018-07-30 02:50:05",100,8.53,9.83,0.235,0.116,0.177,0.146,0.177,0.152,0,0,2516,2508,2.971,12.6,0.158,0,0.063,0,0,0,0,0,0,0,0,0,4.396
30940,"2018-08-08 08:40:00",27497,9,11.97,"2018-08-08 08:35:10",11.09,"2018-08-08 08:39:15",11.59,65.24,"2018-08-08 08:37:15",46.5,"2018-08-08 08:40:00",54.81,7.719,9.59,0.212,0.119,0.168,0.105,0.144,0.07,0,0,2581,2574,21.95,13.31,0.242,4.883,0,0.087,0,0,0,0,0,0,0,0,2.512
26484,"2018-07-08 10:00:00",23041,9,17.03,"2018-07-08 09:50:05",16.09,"2018-07-08 09:56:55",16.48,41.14,"2018-07-08 09:58:05",36.04,"2018-07-08 09:56:35",38.09,12.26,7.704,0.078,0.236,0.114,0.105,0.076,0.046,0,0,2554,2549,26.07,12.45,0.332,1.237,0.051,0.001,0,0,0,0,0,0.001,0,0,4.584
31956,"2018-08-15 10:00:00",28513,9,12.96,"2018-08-15 09:50:35",12.06,"2018-08-15 09:56:55",12.48,39.05,"2018-08-15 09:59:30",31.97,"2018-08-15 09:53:15",35.43,9.82,9.77,0.086,0.106,0.107,0.094,0.061,0.036,0,0,2567,2560,21.51,13.79,0.292,1.632,0.097,0,0,0.001,0,0,0,0,0,0,3.826
31499,"2018-08-12 05:50:00",28056,9,11.32,"2018-08-12 05:49:30",10.77,"2018-08-12 05:40:05",11.03,30.37,"2018-08-12 05:45:50",28.37,"2018-08-12 05:48:45",29.54,6.447,10.32,0.114,0.112,0.119,0.102,0.07,0.05,0,0,2541,2541,7.29,12.54,0.14,0.492,0.012,0,0,0,0,0,0,0,0,0,4.593
31458,"2018-08-11 23:00:00",28015,9,10.01,"2018-08-11 22:58:55",8.91,"2018-08-11 22:50:05",9.79,48.91,"2018-08-11 22:50:05",45.18,"2018-08-11 22:58:40",45.9,10.59,10.61,0.116,0.112,0.12,0.101,0.072,0.053,0,0,2551,2538,6.242,12.72,0.276,0.897,0.035,0.056,0,0,0,0,0,0,0,0,3.337
31725,"2018-08-13 19:30:00",28282,9,10.08,"2018-08-13 19:29:10",9.34,"2018-08-13 19:23:05",9.8,57.1,"2018-08-13 19:23:55",46.79,"2018-08-13 19:20:05",53.02,15.65,11.06,0.086,0.105,0.108,0.095,0.062,0.039,0,0,2538,2536,10.93,12.79,0.219,2.235,0.123,0,0,0,0,0,0,0,0,0,22.69
27176,"2018-07-13 05:20:00",23733,9,7.622,"2018-07-13 05:10:05",7.118,"2018-07-13 05:20:00",7.435,56.5,"2018-07-13 05:20:00",53.82,"2018-07-13 05:10:05",54.69,4.922,9.31,0.119,0.176,0.226,0.094,0.062,0.034,0,0,2557,2554,5.354,12.14,0.13,0.659,0.089,0,0,0,0,0,0,0,0,0,0.986
31489,"2018-08-12 04:10:00",28046,9,12.42,"2018-08-12 04:00:05",11.54,"2018-08-12 04:10:00",11.91,26.43,"2018-08-12 04:09:45",22.89,"2018-08-12 04:01:35",24.51,6.467,10.33,0.115,0.112,0.119,0.102,0.07,0.05,0,0,2560,2554,6.134,12.55,0.149,0.872,0.048,0,0,0,0,0,0,0,0,0,2.236
30617,"2018-08-06 02:50:00",27174,9,8.78,"2018-08-06 02:47:50",8.08,"2018-08-06 02:43:55",8.41,60.01,"2018-08-06 02:44:45",56.37,"2018-08-06 02:47:35",58.2,7.952,9.31,0.292,0.111,0.267,0.105,0.185,0.073,0,0,2516,2511,6.242,12.65,0.219,1.023,0.103,0,0.001,0,0,0,0,0,0,0,1.417
31842,"2018-08-14 15:00:00",28399,9,10.49,"2018-08-14 14:59:00",9.82,"2018-08-14 14:51:25",10.09,91.8,"2018-08-14 14:51:50",85.8,"2018-08-14 14:59:45",89.3,14.55,10.31,0.089,0.106,0.109,0.096,0.062,0.037,0,0,2542,2538,13.45,13.6,0.21,1.194,0.035,0,0.001,0.001,0,0,0,0,0,0,1.373
29481,"2018-07-29 05:30:00",26038,9,8.07,"2018-07-29 05:23:15",7.794,"2018-07-29 05:26:25",7.911,63.43,"2018-07-29 05:27:20",62.23,"2018-07-29 05:23:10",62.76,6.715,9.56,0.274,0.117,0.213,0.157,0.199,0.164,0,0,2547,2529,6.832,12.45,0.073,0.312,0,0,0.001,0,0,0,0,0,0,0,4.768
27916,"2018-07-18 08:40:00",24473,9,11.93,"2018-07-18 08:37:05",11.39,"2018-07-18 08:31:10",11.65,50.79,"2018-07-18 08:36:35",44.71,"2018-07-18 08:39:55",48.28,8.76,9.27,0.081,0.161,0.124,0.096,0.066,0.039,0,0,2568,2552,18.1,12.7,0.14,1.481,0.02,0,0,0.001,0,0,0,0,0,0,4.763
32815,"2018-08-21 09:10:00",29372,9,6.866,"2018-08-21 09:00:05",6.532,"2018-08-21 09:03:00",6.677,76.88,"2018-08-21 09:01:55",73.14,"2018-08-21 09:03:45",74.92,6.188,9.03,0.09,0.1,0.297,0.114,0.102,0.038,0,0,2545,2543,6.678,13.32,0.085,0.985,0,0.052,0.001,0,0,0,0.001,0,0,0,1.576
28018,"2018-07-19 01:40:00",24575,9,12.3,"2018-07-19 01:30:05",11.27,"2018-07-19 01:37:55",11.71,29.65,"2018-07-19 01:40:00",26.58,"2018-07-19 01:34:35",27.97,7.757,9.81,0.076,0.147,0.116,0.096,0.06,0.035,0,0,2531,2525,8.06,12.43,0.227,0.642,0,0,0,0.001,0,0,0,0,0,0,4.136
31316,"2018-08-10 23:20:00",27873,9,7.37,"2018-08-10 23:10:30",6.562,"2018-08-10 23:20:00",7.029,77.66,"2018-08-10 23:12:40",73.14,"2018-08-10 23:19:00",75.27,9.32,10.33,0.136,0.114,0.129,0.105,0.085,0.06,0,0,2557,2549,4.107,12.67,0.223,1.06,0,0,0,0,0,0,0,0,0,0,6.27
28254,"2018-07-20 17:00:00",24811,9,16.24,"2018-07-20 16:50:45",15.69,"2018-07-20 16:58:25",15.93,37.47,"2018-07-20 16:56:10",33.15,"2018-07-20 16:57:40",35.34,19.15,9.98,0.073,0.124,0.108,0.093,0.06,0.033,0,0,2529,2523,19.63,13.12,0.149,1.058,0,0.079,0,0.002,0,0,0,0,0,0,3.735
30550,"2018-08-05 15:40:00",27107,9,14.11,"2018-08-05 15:30:30",13.57,"2018-08-05 15:34:55",13.78,51.62,"2018-08-05 15:33:00",44.37,"2018-08-05 15:30:10",47.87,14.28,8.77,0.297,0.116,0.279,0.103,0.195,0.076,0,0,2578,2568,16.39,13.19,0.167,1.716,0.011,0,0.001,0.001,0,0.001,0,0,0,0,8.65
32084,"2018-08-16 07:20:00",28641,9,12.02,"2018-08-16 07:19:40",11.23,"2018-08-16 07:11:35",11.52,45.38,"2018-08-16 07:17:10",38.97,"2018-08-16 07:10:05",43.23,8.26,10.3,0.08,0.098,0.105,0.095,0.055,0.031,0,0,2545,2541,15.19,13.01,0.199,1.456,0.002,0.002,0,0.001,0,0,0,0,0,0,1.595
32278,"2018-08-17 15:40:00",28835,9,14.88,"2018-08-17 15:30:50",14.06,"2018-08-17 15:33:05",14.59,43.25,"2018-08-17 15:30:20",38,"2018-08-17 15:39:30",40.29,16.88,10.03,0.075,0.101,0.104,0.092,0.059,0.033,0,0,2566,2560,18.87,13.88,0.244,1.275,0.174,0.002,0,0,0,0,0,0,0,0,2.259
31813,"2018-08-14 10:10:00",28370,9,11.12,"2018-08-14 10:09:40",10.05,"2018-08-14 10:00:05",10.62,78.51,"2018-08-14 10:00:15",72.13,"2018-08-14 10:08:10",75.16,11.8,10.29,0.089,0.105,0.108,0.095,0.061,0.037,0,0,2557,2553,16.34,13.43,0.287,1.478,0.028,0.002,0.001,0.002,0,0,0,0,0,0,2.055
31610,"2018-08-13 00:20:00",28167,9,11.04,"2018-08-13 00:19:55",10.5,"2018-08-13 00:14:50",10.77,15.46,"2018-08-13 00:14:10",12.81,"2018-08-13 00:13:20",13.96,8.52,11.08,0.099,0.108,0.111,0.098,0.062,0.044,0,0,2553,2549,5.14,12.63,0.101,0.481,0.058,0,0,0,0,0,0,0,0,0,2.44
29292,"2018-07-27 22:00:00",25849,9,9.64,"2018-07-27 21:50:05",8.31,"2018-07-27 21:57:00",8.81,53.49,"2018-07-27 21:57:30",47.94,"2018-07-27 21:50:05",51.38,10.32,10.56,0.306,0.117,0.254,0.165,0.221,0.178,0,0,2532,2519,7.532,12.67,0.357,1.554,0.023,0.042,0,0,0,0,0,0,0,0,3.814
28350,"2018-07-21 09:00:00",24907,9,15.3,"2018-07-21 08:50:05",14.78,"2018-07-21 08:53:45",15.04,46.94,"2018-07-21 08:53:55",42.08,"2018-07-21 08:53:00",44.39,11.01,9.77,0.069,0.124,0.106,0.093,0.057,0.032,0,0,2539,2527,22.59,13.16,0.107,1.095,0.179,0,0.001,0.001,0,0,0,0,0,0,3.82
26982,"2018-07-11 21:00:00",23539,9,11.16,"2018-07-11 20:55:20",10.87,"2018-07-11 20:50:05",11.06,58.34,"2018-07-11 20:58:45",56.61,"2018-07-11 20:53:30",57.52,15.41,10.31,0.066,0.18,0.104,0.097,0.06,0.034,0,0,2534,2532,11.61,12.38,0.068,0.579,0.145,0,0,0,0,0,0,0,0,0,0.856
26652,"2018-07-09 14:00:00",23209,9,17.09,"2018-07-09 13:59:40",15.78,"2018-07-09 13:52:00",16.24,42.43,"2018-07-09 13:52:10",34.64,"2018-07-09 13:59:40",39.15,22.61,8.24,0.076,0.223,0.112,0.1,0.078,0.046,0,0,2568,2561,21.51,12.7,0.416,1.648,0.104,0,0,0,0,0,0,0,0,0,2.578
27185,"2018-07-13 06:50:00",23742,9,10.95,"2018-07-13 06:40:20",10.1,"2018-07-13 06:49:30",10.49,50.97,"2018-07-13 06:48:35",44.96,"2018-07-13 06:45:00",47.23,5.544,9.29,0.119,0.177,0.224,0.094,0.062,0.035,0,0,2573,2568,15,12.46,0.233,1.369,0.123,0.016,0,0,0,0.001,0,0,0,0,1.851
26575,"2018-07-09 01:10:00",23132,9,11.76,"2018-07-09 01:02:30",11.37,"2018-07-09 01:08:10",11.57,56.6,"2018-07-09 01:09:35",55.15,"2018-07-09 01:02:50",55.93,8.49,8.51,0.075,0.229,0.113,0.106,0.072,0.046,0,0,2560,2555,9.52,12.06,0.115,0.377,0.078,0.046,0.001,0,0,0,0,0,0,0,2.997
30656,"2018-08-06 09:20:00",27213,9,12.54,"2018-08-06 09:18:50",11.87,"2018-08-06 09:13:15",12.12,44.34,"2018-08-06 09:16:50",36.41,"2018-08-06 09:19:05",40.58,7.578,8.75,0.29,0.117,0.258,0.104,0.182,0.074,0,0,2571,2560,22,13.5,0.204,2.055,0.124,0.001,0,0,0,0,0,0,0,0,3.326
29238,"2018-07-27 13:00:00",25795,9,13.98,"2018-07-27 12:50:05",13.46,"2018-07-27 12:59:45",13.73,42.81,"2018-07-27 12:55:20",36.39,"2018-07-27 12:52:50",38.93,15.73,9.78,0.322,0.121,0.266,0.163,0.235,0.183,0,0,2549,2506,19.36,13.23,0.117,1.484,0.002,0.001,0,0.001,0,0.001,0,0,0,0,12.6
32640,"2018-08-20 04:00:00",29197,9,4.947,"2018-08-20 03:57:00",4.047,"2018-08-20 03:51:45",4.573,45.72,"2018-08-20 03:51:35",39.61,"2018-08-20 03:56:35",42.8,3.498,9.05,0.076,0.096,0.191,0.092,0.056,0.027,0,0,2546,2544,0.883,12.56,0.287,1.498,0,0.053,0,0.001,0,0,0,0,0,0,1.884
29462,"2018-07-29 02:20:00",26019,9,8.24,"2018-07-29 02:14:55",7.804,"2018-07-29 02:20:00",8.01,61.56,"2018-07-29 02:19:45",59.44,"2018-07-29 02:14:45",60.58,7.256,9.82,0.274,0.116,0.214,0.157,0.2,0.165,0,0,2535,2529,6.613,12.56,0.104,0.508,0.047,0,0.001,0,0,0,0,0,0,0,2.748
28838,"2018-07-24 18:20:00",25395,9,11.94,"2018-07-24 18:19:50",11.59,"2018-07-24 18:12:45",11.75,86.5,"2018-07-24 18:17:25",81.9,"2018-07-24 18:10:15",84.6,17.24,10.05,0.309,0.114,0.277,0.157,0.226,0.128,0,0,2515,2512,15.36,12.83,0.095,1.24,0.058,0,0,0,0,0,0,0,0,0,3.902
26942,"2018-07-11 14:20:00",23499,9,18.49,"2018-07-11 14:15:45",16.98,"2018-07-11 14:18:05",17.78,32.56,"2018-07-11 14:19:30",23.27,"2018-07-11 14:16:50",28.29,24.62,9.26,0.07,0.191,0.106,0.094,0.07,0.04,0,0,2555,2553,22.59,12.79,0.37,1.829,0.118,0,0,0,0,0,0,0,0,0,2.075
28998,"2018-07-25 21:00:00",25555,9,6.4,"2018-07-25 20:57:30",6.189,"2018-07-25 20:52:10",6.293,100,"2018-07-25 20:50:05",100,"2018-07-25 20:50:05",100,12.43,10.32,0.345,0.113,0.338,0.153,0.251,0.154,0,0,2539,2538,8.1,12.68,0.047,0,0.116,0.001,0,0,0,0.001,0,0,0,0,1.425
30957,"2018-08-08 11:30:00",27514,9,11.86,"2018-08-08 11:23:55",11.23,"2018-08-08 11:27:20",11.53,78.91,"2018-08-08 11:20:35",72.02,"2018-08-08 11:29:30",75.16,13.3,9.27,0.208,0.118,0.163,0.104,0.143,0.069,0,0,2569,2558,20.1,13.97,0.173,1.888,0.053,0,0,0,0,0,0,0,0,0,3.009
31615,"2018-08-13 01:10:00",28172,9,11.63,"2018-08-13 01:00:30",10.95,"2018-08-13 01:08:20",11.36,14.07,"2018-08-13 01:05:35",10.71,"2018-08-13 01:00:10",12.57,8.03,11.08,0.099,0.108,0.111,0.099,0.063,0.044,0,0,2539,2538,6.852,12.66,0.178,0.768,0.021,0.001,0,0,0,0,0,0,0,0,2.035
27168,"2018-07-13 04:00:00",23725,9,8.95,"2018-07-13 03:53:25",8.25,"2018-07-13 03:56:40",8.51,47.64,"2018-07-13 03:56:20",44.99,"2018-07-13 03:52:40",46.54,5.118,9.32,0.12,0.176,0.228,0.094,0.062,0.034,0,0,2554,2551,5.614,12.17,0.181,0.641,0,0.028,0,0,0,0,0,0,0,0,1.312
32012,"2018-08-15 19:20:00",28569,9,12.47,"2018-08-15 19:20:00",10.55,"2018-08-15 19:10:05",11.19,45.57,"2018-08-15 19:12:35",29.18,"2018-08-15 19:19:05",37.15,14.84,10.35,0.078,0.102,0.107,0.094,0.058,0.032,0,0,2532,2531,11.89,12.84,0.483,4.536,0.1,0.069,0.001,0,0,0,0,0,0,0,4.81
27894,"2018-07-18 05:00:00",24451,9,9.56,"2018-07-18 04:53:00",8.67,"2018-07-18 04:51:00",9.23,60.43,"2018-07-18 04:50:55",55.25,"2018-07-18 04:55:40",57.47,7.759,9.31,0.08,0.16,0.125,0.097,0.065,0.036,0,0,2526,2520,7.794,12.23,0.273,1.415,0,0,0,0.001,0,0,0,0,0,0,3.199
27053,"2018-07-12 08:50:00",23610,9,11.81,"2018-07-12 08:45:35",11.21,"2018-07-12 08:40:25",11.42,69.02,"2018-07-12 08:45:15",63.33,"2018-07-12 08:45:50",66.12,10.59,9.77,0.066,0.181,0.103,0.096,0.06,0.035,0,0,2545,2537,20.5,12.69,0.138,1.238,0.143,0,0,0,0,0,0,0,0,0,3.499
27093,"2018-07-12 15:30:00",23650,9,10.3,"2018-07-12 15:29:35",9.18,"2018-07-12 15:24:10",9.52,84.3,"2018-07-12 15:27:45",70.97,"2018-07-12 15:29:50",77.24,12.32,9.81,0.113,0.177,0.254,0.095,0.065,0.04,0,0,2548,2542,11.2,12.89,0.327,2.474,0.002,0.002,0.001,0.001,0,0,0,0,0,0,1.737
