"X","TIMESTAMP","RECORD","sensornode","airtemp_Max","airtemp_TMx","airtemp_Min","airtemp_TMn","airtemp_Avg","rh_Max","rh_TMx","rh_Min","rh_TMn","rh_Avg","soiltemp_5cm_Avg","soiltemp_30cm_Avg","vwca_5cm_Avg","vwca_30cm_Avg","vwcb_5cm_Avg","vwcb_30cm_Avg","vwcc_5cm_Avg","vwcc_30cm_Avg","ppt_Tot","ppt2_Tot","dts","dts_Min","panltemp","battvolt_Min","airtemp_Std","rh_Std","soiltemp_5cm_Std","soiltemp_30cm_Std","vwca_5cm_Std","vwca_30cm_Std","vwcb_5cm_Std","vwcb_30cm_Std","vwcc_5cm_Std","vwcc_30cm_Std","ppt_Std","ppt2_Std","dts_Std"
26909,"2018-07-11 08:50:00",23466,9,15.92,"2018-07-11 08:49:50",14.94,"2018-07-11 08:40:15",15.35,46.75,"2018-07-11 08:48:55",41.06,"2018-07-11 08:40:35",44,11.04,9.26,0.069,0.199,0.105,0.099,0.065,0.04,0,0,2570,2565,24.75,12.52,0.223,1.26,0.21,0.003,0,0,0,0,0,0,0,0,3.59
27925,"2018-07-18 10:10:00",24482,9,13.99,"2018-07-18 10:02:05",12.9,"2018-07-18 10:09:45",13.44,47.58,"2018-07-18 10:01:40",38.88,"2018-07-18 10:08:20",41.28,10.53,9.02,0.077,0.161,0.123,0.095,0.068,0.04,0,0,2601,2549,20.21,12.99,0.213,1.474,0.191,0.002,0,0,0,0,0,0,0,0,14.89
32547,"2018-08-19 12:30:00",29104,9,5.219,"2018-08-19 12:29:10",4.209,"2018-08-19 12:24:00",4.649,93.7,"2018-08-19 12:27:25",83.5,"2018-08-19 12:29:40",87.6,8.56,8.79,0.078,0.1,0.22,0.09,0.06,0.029,0,0,2559,2551,8.88,13.8,0.287,2.492,0.074,0.001,0,0.001,0,0,0,0,0,0,3.871
31021,"2018-08-08 22:10:00",27578,9,7.46,"2018-08-08 22:01:55",7.178,"2018-08-08 22:05:50",7.345,85.6,"2018-08-08 22:00:05",82,"2018-08-08 22:09:50",84,10.57,10.07,0.19,0.114,0.154,0.106,0.129,0.067,0,0,2547,2538,5.528,12.7,0.074,0.828,0.025,0,0,0.001,0,0,0,0,0,0,2.191
30529,"2018-08-05 12:10:00",27086,9,13.8,"2018-08-05 12:05:50",12.74,"2018-08-05 12:09:50",13.33,67.21,"2018-08-05 12:04:55",58.95,"2018-08-05 12:08:30",63.26,12.25,8.55,0.304,0.115,0.291,0.103,0.2,0.074,0,0,2551,2533,20.48,13.55,0.298,1.907,0.092,0.079,0.001,0,0.001,0,0,0,0,0,5.116
30416,"2018-08-04 17:20:00",26973,9,12.58,"2018-08-04 17:15:10",12.3,"2018-08-04 17:19:40",12.43,50.1,"2018-08-04 17:19:15",44.53,"2018-08-04 17:15:00",46.78,12.86,8.77,0.278,0.115,0.238,0.105,0.156,0.071,0,0,2532,2530,14.95,13.11,0.088,1.245,0.088,0.001,0,0,0,0,0,0,0,0,2.155
27103,"2018-07-12 17:10:00",23660,9,12.13,"2018-07-12 17:02:40",11.39,"2018-07-12 17:06:40",11.8,73.03,"2018-07-12 17:07:50",65.29,"2018-07-12 17:01:00",69.09,14.28,9.79,0.122,0.176,0.248,0.093,0.065,0.039,0,0,2553,2553,15.65,12.76,0.213,1.735,0.001,0.001,0.001,0.001,0,0,0,0,0,0,1.765
27401,"2018-07-14 18:50:00",23958,9,13.49,"2018-07-14 18:40:10",13.06,"2018-07-14 18:49:40",13.21,50.95,"2018-07-14 18:45:50",49.18,"2018-07-14 18:40:20",50.01,19.73,9.52,0.094,0.164,0.141,0.095,0.067,0.036,0,0,2653,2599,19.26,12.59,0.12,0.463,0.173,0,0,0,0,0,0,0,0,0,13.73
30387,"2018-08-04 12:30:00",26944,9,15.2,"2018-08-04 12:29:25",13.99,"2018-08-04 12:24:35",14.61,49.31,"2018-08-04 12:25:50",35.03,"2018-08-04 12:27:00",43.54,13.54,8.24,0.292,0.114,0.249,0.104,0.161,0.072,0,0,2547,2538,21.1,13.52,0.355,3.173,0.181,0,0,0,0.001,0,0,0,0,0,9.31
32786,"2018-08-21 04:20:00",29343,9,5.664,"2018-08-21 04:10:05",4.947,"2018-08-21 04:18:55",5.253,84.2,"2018-08-21 04:18:50",76.89,"2018-08-21 04:10:05",81,6.382,9.31,0.074,0.097,0.143,0.092,0.057,0.029,0,0,2588,2588,5.354,12.59,0.211,2.039,0.082,0,0,0,0,0,0,0,0,0,11.97
32183,"2018-08-16 23:50:00",28740,9,9.32,"2018-08-16 23:40:05",8.98,"2018-08-16 23:46:45",9.1,57.8,"2018-08-16 23:47:25",55.18,"2018-08-16 23:40:05",56.88,8.28,10.83,0.072,0.099,0.104,0.094,0.053,0.029,0,0,2545,2544,5.397,12.7,0.062,0.733,0.017,0,0,0,0,0,0,0,0,0,0.792
32050,"2018-08-16 01:40:00",28607,9,11,"2018-08-16 01:33:30",10.56,"2018-08-16 01:31:05",10.72,36.49,"2018-08-16 01:30:45",35.21,"2018-08-16 01:33:25",35.86,8.27,10.57,0.079,0.102,0.105,0.095,0.054,0.03,0,0,2571,2565,8.92,12.7,0.107,0.288,0,0.011,0,0,0,0,0,0,0,0,5.433
32529,"2018-08-19 09:30:00",29086,9,5.502,"2018-08-19 09:25:05",4.532,"2018-08-19 09:27:55",4.968,79.91,"2018-08-19 09:29:00",73.28,"2018-08-19 09:25:50",76.5,6.01,9.04,0.075,0.1,0.226,0.091,0.059,0.03,0,0,2565,2560,11.24,14.02,0.248,1.645,0.123,0,0,0,0,0,0,0,0,0,1.999
27674,"2018-07-16 16:20:00",24231,9,13.37,"2018-07-16 16:16:20",12.44,"2018-07-16 16:19:40",12.96,82.5,"2018-07-16 16:16:05",67.46,"2018-07-16 16:17:15",72.45,17.23,8.52,0.086,0.167,0.13,0.094,0.071,0.04,0,0,2539,2521,16,12.82,0.279,3.073,0.047,0.034,0,0,0,0,0,0,0,0,6.185
31880,"2018-08-14 21:20:00",28437,9,6.248,"2018-08-14 21:19:50",5.562,"2018-08-14 21:15:05",5.855,100,"2018-08-14 21:10:05",100,"2018-08-14 21:10:05",100,10.41,10.48,0.085,0.104,0.109,0.095,0.06,0.037,0,0,2531,2526,6.852,12.73,0.18,0,0.108,0.092,0,0,0,0,0,0,0,0,1.643
32180,"2018-08-16 23:20:00",28737,9,9.66,"2018-08-16 23:12:50",8.94,"2018-08-16 23:19:25",9.33,55.54,"2018-08-16 23:19:20",53.46,"2018-08-16 23:13:35",54.48,8.3,10.83,0.072,0.099,0.104,0.094,0.053,0.029,0,0,2547,2546,5.14,12.7,0.239,0.657,0.059,0,0,0,0,0,0,0,0,0,0.883
28762,"2018-07-24 05:40:00",25319,9,9.96,"2018-07-24 05:30:05",8.7,"2018-07-24 05:34:50",9.15,83,"2018-07-24 05:37:00",76.5,"2018-07-24 05:30:25",80.6,6.448,9.56,0.331,0.113,0.326,0.144,0.244,0.069,0,0,2542,2542,7.028,12.41,0.365,2.162,0,0,0.001,0,0.001,0.001,0,0.001,0,0,2.666
29097,"2018-07-26 13:30:00",25654,9,13.25,"2018-07-26 13:30:00",11.13,"2018-07-26 13:20:30",11.96,63.15,"2018-07-26 13:30:00",47.68,"2018-07-26 13:26:25",54.34,15.96,9.79,0.35,0.118,0.308,0.163,0.255,0.19,0,0,2529,2519,15.85,13.25,0.663,3.561,0.065,0.001,0,0.001,0.001,0.001,0,0,0,0,11.07
28104,"2018-07-19 16:00:00",24661,9,18.97,"2018-07-19 15:53:25",18.16,"2018-07-19 15:59:35",18.69,23.46,"2018-07-19 15:58:05",17.65,"2018-07-19 15:58:55",19.73,23.03,9.3,0.08,0.138,0.112,0.091,0.069,0.038,0,0,2562,2557,22.87,13.04,0.193,1.294,0.016,0.073,0.001,0.001,0,0,0,0,0,0,3.943
27410,"2018-07-14 20:20:00",23967,9,12.16,"2018-07-14 20:10:10",11.96,"2018-07-14 20:17:15",12.03,52.62,"2018-07-14 20:15:25",51.12,"2018-07-14 20:10:05",52.07,15.22,9.8,0.09,0.163,0.139,0.095,0.065,0.036,0,0,2558,2552,12.33,12.5,0.055,0.323,0.098,0,0.001,0,0,0,0,0,0,0,6.178
30936,"2018-08-08 08:00:00",27493,9,12.29,"2018-08-08 07:59:55",11.81,"2018-08-08 07:55:45",12.07,39.83,"2018-08-08 07:54:25",29.14,"2018-08-08 07:50:25",34.91,6.713,9.78,0.214,0.116,0.169,0.106,0.144,0.069,0,0,2566,2535,19.89,13.05,0.141,2.074,0.075,0.001,0,0.002,0,0,0,0,0,0,12.35
28510,"2018-07-22 11:40:00",25067,9,14.77,"2018-07-22 11:39:05",14.11,"2018-07-22 11:31:00",14.45,53.69,"2018-07-22 11:30:05",49.11,"2018-07-22 11:35:50",50.98,13.53,10.03,0.066,0.117,0.105,0.092,0.055,0.028,0,0,2530,2519,17.11,13.21,0.197,1.034,0.011,0.025,0,0.002,0,0,0,0,0,0,5.763
28343,"2018-07-21 07:50:00",24900,9,14.21,"2018-07-21 07:42:55",13.76,"2018-07-21 07:49:40",13.98,48.84,"2018-07-21 07:42:10",45.04,"2018-07-21 07:43:25",46.89,9.51,10.03,0.07,0.121,0.107,0.094,0.055,0.031,0,0,2523,2520,19.36,12.93,0.122,0.733,0.091,0.012,0,0,0,0,0,0,0,0,2.909
27782,"2018-07-17 10:20:00",24339,9,15.76,"2018-07-17 10:19:55",14.92,"2018-07-17 10:15:15",15.26,56.53,"2018-07-17 10:10:55",44.93,"2018-07-17 10:14:40",51.07,11.83,8.45,0.084,0.168,0.13,0.093,0.073,0.043,0,0,2557,2554,26.56,12.83,0.178,2.797,0.101,0.067,0,0,0,0,0,0,0,0,2.215
31910,"2018-08-15 02:20:00",28467,9,9.03,"2018-08-15 02:13:40",8.25,"2018-08-15 02:11:10",8.6,61.73,"2018-08-15 02:11:00",58.27,"2018-08-15 02:13:25",60.23,7.253,10.33,0.082,0.103,0.108,0.095,0.059,0.038,0,0,2540,2539,6.222,12.51,0.185,0.839,0.04,0,0,0,0,0,0,0,0,0,1.076
27424,"2018-07-14 22:40:00",23981,9,11.46,"2018-07-14 22:33:05",10.64,"2018-07-14 22:39:55",11.22,55.8,"2018-07-14 22:40:00",53.12,"2018-07-14 22:33:05",53.9,11.24,9.81,0.091,0.166,0.138,0.096,0.063,0.035,0,0,2569,2550,9.44,12.43,0.253,0.809,0.116,0,0.001,0.001,0,0,0,0,0,0,20.71
29782,"2018-07-31 07:40:00",26339,9,10.27,"2018-07-31 07:39:15",9.78,"2018-07-31 07:32:00",10.04,28.28,"2018-07-31 07:37:15",21.93,"2018-07-31 07:30:10",24.31,5.569,9.28,0.213,0.115,0.159,0.138,0.156,0.141,0,0,2540,2529,15.65,12.7,0.145,1.394,0.102,0,0,0,0,0,0,0,0,0,3.139
32518,"2018-08-19 07:40:00",29075,9,4.522,"2018-08-19 07:39:55",3.35,"2018-08-19 07:30:10",3.969,85.8,"2018-08-19 07:39:20",78.01,"2018-08-19 07:36:35",81.9,4.586,9.31,0.074,0.099,0.23,0.092,0.058,0.031,0,0,2548,2543,5.68,13.23,0.27,1.831,0.001,0.036,0.001,0.001,0,0,0,0,0,0,3.37
29829,"2018-07-31 15:30:00",26386,9,11.74,"2018-07-31 15:24:05",11.42,"2018-07-31 15:27:50",11.56,50.54,"2018-07-31 15:22:05",44.8,"2018-07-31 15:25:05",47.26,19.01,9.28,0.191,0.118,0.147,0.129,0.146,0.132,0,0,2544,2542,16.14,13.21,0.086,1.122,0.116,0.001,0.001,0,0,0,0,0,0,0,2.397
26352,"2018-07-07 12:00:00",22909,9,17.51,"2018-07-07 11:57:55",15.89,"2018-07-07 11:50:45",16.8,43.7,"2018-07-07 11:51:50",36.23,"2018-07-07 12:00:00",39.79,13.63,7.719,0.082,0.24,0.114,0.107,0.079,0.048,0,0,2556,2550,22.98,12.67,0.529,1.609,0.138,0,0,0,0,0.001,0.001,0.001,0,0,3.224
28402,"2018-07-21 17:40:00",24959,9,15.25,"2018-07-21 17:30:20",14.66,"2018-07-21 17:39:35",14.93,46.26,"2018-07-21 17:39:50",41.28,"2018-07-21 17:30:05",43.73,17.44,10.29,0.069,0.115,0.106,0.092,0.058,0.031,0,0,2534,2517,17.74,12.98,0.152,1.246,0.143,0,0,0.001,0,0,0,0,0,0,5.532
31155,"2018-08-09 20:30:00",27712,9,8.73,"2018-08-09 20:26:55",8.21,"2018-08-09 20:21:20",8.49,63.54,"2018-08-09 20:22:45",62.25,"2018-08-09 20:25:55",62.77,13.36,10.06,0.161,0.112,0.139,0.105,0.105,0.065,0,0,2546,2544,8.35,12.76,0.187,0.433,0.092,0,0,0.001,0,0,0,0,0,0,1.297
29822,"2018-07-31 14:20:00",26379,9,13.86,"2018-07-31 14:10:05",12.89,"2018-07-31 14:14:30",13.24,45.15,"2018-07-31 14:19:05",36.64,"2018-07-31 14:10:25",39.72,19.63,9.01,0.194,0.118,0.147,0.128,0.15,0.134,0,0,2545,2540,19.36,13.24,0.288,1.832,0.033,0.012,0.001,0,0,0,0,0,0,0,1.581
29611,"2018-07-30 03:10:00",26168,9,3.026,"2018-07-30 03:10:00",2.875,"2018-07-30 03:03:40",2.954,100,"2018-07-30 03:00:05",100,"2018-07-30 03:00:05",100,8.3,9.83,0.235,0.116,0.177,0.146,0.177,0.152,0,0,2518,2516,2.779,12.55,0.034,0,0.036,0,0,0,0,0,0,0,0,0,1.366
26330,"2018-07-07 08:20:00",22887,9,14.98,"2018-07-07 08:13:05",14.59,"2018-07-07 08:20:00",14.8,47.77,"2018-07-07 08:10:25",41.05,"2018-07-07 08:16:25",44.1,8.24,7.739,0.082,0.244,0.114,0.11,0.076,0.047,0,0,2562,2561,21.86,12.26,0.103,1.418,0,0.056,0.001,0,0,0,0,0,0,0,0.768
31868,"2018-08-14 19:20:00",28425,9,7.289,"2018-08-14 19:13:05",7.056,"2018-08-14 19:18:45",7.176,100,"2018-08-14 19:10:05",100,"2018-08-14 19:10:05",100,11.83,10.32,0.085,0.104,0.109,0.096,0.059,0.035,0,0,2535,2535,8.44,12.78,0.063,0,0.001,0.023,0,0,0,0,0,0,0,0,0.83
27785,"2018-07-17 10:50:00",24342,9,16.24,"2018-07-17 10:45:35",15.14,"2018-07-17 10:48:30",15.67,53.59,"2018-07-17 10:45:05",43.45,"2018-07-17 10:45:55",48.78,13.24,8.37,0.085,0.168,0.13,0.093,0.074,0.043,0,0,2558,2557,27.31,12.86,0.291,2.672,0.105,0.085,0,0,0,0,0,0,0,0,4.365
28368,"2018-07-21 12:00:00",24925,9,18.48,"2018-07-21 11:50:35",17.19,"2018-07-21 11:54:10",17.94,42.24,"2018-07-21 11:55:00",36.38,"2018-07-21 11:59:30",38.49,18.43,9.76,0.073,0.123,0.106,0.089,0.064,0.036,0,0,2567,2552,27,13.43,0.387,1.395,0.211,0,0,0.001,0,0,0,0,0,0,3.429
31067,"2018-08-09 05:50:00",27624,9,7.804,"2018-08-09 05:48:50",7.419,"2018-08-09 05:43:40",7.585,56,"2018-08-09 05:45:15",54.58,"2018-08-09 05:40:05",55.48,5.923,9.77,0.188,0.115,0.152,0.107,0.125,0.064,0,0,2556,2549,4.816,12.5,0.13,0.356,0,0.081,0,0.001,0,0,0,0,0,0,2.459
31799,"2018-08-14 07:50:00",28356,9,10.94,"2018-08-14 07:43:10",10.11,"2018-08-14 07:48:45",10.52,59.56,"2018-08-14 07:49:55",54.77,"2018-08-14 07:43:45",56.57,6.888,10.55,0.088,0.102,0.107,0.096,0.06,0.039,0,0,2573,2567,18.4,13.19,0.212,1.029,0.152,0.002,0,0,0,0,0,0,0,0,2.549
28181,"2018-07-20 04:50:00",24738,9,13.23,"2018-07-20 04:46:20",12.56,"2018-07-20 04:42:05",12.83,32.47,"2018-07-20 04:40:30",29.66,"2018-07-20 04:45:35",31.08,8.52,10.05,0.073,0.134,0.109,0.095,0.057,0.031,0,0,2522,2517,11.45,12.49,0.193,0.783,0,0,0,0,0,0,0,0,0,0,1.083
26512,"2018-07-08 14:40:00",23069,9,16.14,"2018-07-08 14:30:50",15.82,"2018-07-08 14:34:55",15.96,47.13,"2018-07-08 14:30:25",42.9,"2018-07-08 14:31:35",44.94,18.2,7.719,0.079,0.231,0.114,0.105,0.076,0.043,0,0,2556,2556,21.12,12.52,0.093,0.914,0.078,0,0,0,0,0,0,0,0,0,1.593
27300,"2018-07-14 02:00:00",23857,9,10.73,"2018-07-14 01:59:50",10.42,"2018-07-14 01:52:00",10.55,62.35,"2018-07-14 01:50:10",60.49,"2018-07-14 01:59:55",61.39,7.725,9.57,0.103,0.174,0.177,0.096,0.063,0.033,0,0,2547,2539,5.96,12.29,0.086,0.498,0.08,0,0,0,0,0,0,0,0,0,3.342
27544,"2018-07-15 18:40:00",24101,9,8.11,"2018-07-15 18:38:00",7.804,"2018-07-15 18:32:00",7.934,100,"2018-07-15 18:30:05",100,"2018-07-15 18:30:05",100,10.8,9.3,0.085,0.168,0.134,0.095,0.069,0.042,0,0,2521,2520,9.21,12.25,0.063,0,0.051,0,0.001,0,0,0,0,0,0,0,0.677
31786,"2018-08-14 05:40:00",28343,9,7.056,"2018-08-14 05:40:00",6.764,"2018-08-14 05:34:45",6.882,52.55,"2018-08-14 05:31:15",47.9,"2018-08-14 05:39:40",50.1,5.932,10.84,0.088,0.105,0.107,0.097,0.057,0.035,0,0,2540,2538,3.655,12.49,0.079,1.291,0,0,0,0,0,0,0,0,0,0,1.807
