"X","TIMESTAMP","RECORD","sensornode","airtemp_Max","airtemp_TMx","airtemp_Min","airtemp_TMn","airtemp_Avg","rh_Max","rh_TMx","rh_Min","rh_TMn","rh_Avg","soiltemp_5cm_Avg","soiltemp_30cm_Avg","vwca_5cm_Avg","vwca_30cm_Avg","vwcb_5cm_Avg","vwcb_30cm_Avg","vwcc_5cm_Avg","vwcc_30cm_Avg","ppt_Tot","ppt2_Tot","dts","dts_Min","panltemp","battvolt_Min","airtemp_Std","rh_Std","soiltemp_5cm_Std","soiltemp_30cm_Std","vwca_5cm_Std","vwca_30cm_Std","vwcb_5cm_Std","vwcb_30cm_Std","vwcc_5cm_Std","vwcc_30cm_Std","ppt_Std","ppt2_Std","dts_Std"
5449,"2018-01-12 03:40:00",5448,21,-9.9,"2018-01-12 03:33:10",-10.14,"2018-01-12 03:39:55",-9.99,87.7,"2018-01-12 03:39:45",85.6,"2018-01-12 03:33:15",86.5,-3.072,-4.31,0.08,0.123,0.062,0.136,-0.03,0.139,0,0,4009,4009,-10.37,12.55,0.053,0.485,0.075,0,0,0,0,0,0,0,0,0,2.985
5558,"2018-01-12 21:50:00",5557,21,-10.07,"2018-01-12 21:40:45",-10.26,"2018-01-12 21:45:50",-10.19,88.8,"2018-01-12 21:45:35",86.4,"2018-01-12 21:40:40",87.6,-3.192,-4.31,0.081,0.124,0.062,0.138,-0.03,0.143,0,0,3871,3867,-10.33,12.77,0.035,0.641,0.113,0,0,0,0,0,0,0,0,0,1.627
2713,"2017-12-24 03:40:00",2712,21,-19.01,"2017-12-24 03:35:55",-19.21,"2017-12-24 03:35:20",-19.11,81.3,"2017-12-24 03:30:20",77.87,"2017-12-24 03:39:00",79.36,-2.996,-4.282,0.082,0.121,0.068,0.134,-0.032,0.139,0,0,4963,4963,-18.91,12.43,0.045,0.947,0,0,0.001,0,0,0,0,0,0,0,0
5396,"2018-01-11 18:50:00",5395,21,-13.06,"2018-01-11 18:47:55",-13.2,"2018-01-11 18:45:20",-13.13,88,"2018-01-11 18:42:40",86.9,"2018-01-11 18:47:50",87.4,-3.012,-4.298,0.08,0.122,0.063,0.137,-0.03,0.14,0,0,4498,4498,-13.47,12.8,0.027,0.318,0,0,0.001,0.001,0,0,0,0,0,0,2.375
5520,"2018-01-12 15:30:00",5519,21,-8.79,"2018-01-12 15:29:35",-9.07,"2018-01-12 15:27:55",-8.96,87.4,"2018-01-12 15:28:00",82.6,"2018-01-12 15:20:05",85.7,-3.311,-3.681,0.079,0.125,0.062,0.138,-0.03,0.145,0,0,3853,3853,-6.864,14.47,0.058,1.163,0.094,0.029,0,0,0,0,0,0,0,0,0
5432,"2018-01-12 00:50:00",5431,21,-10.38,"2018-01-12 00:48:40",-10.62,"2018-01-12 00:40:05",-10.54,87.9,"2018-01-12 00:47:45",86.1,"2018-01-12 00:42:10",87,-3.024,-4.31,0.081,0.122,0.063,0.136,-0.03,0.139,0,0,3992,3992,-11.25,12.56,0.072,0.511,0,0,0.001,0,0,0,0,0,0,0,2.578
5438,"2018-01-12 01:50:00",5437,21,-10.14,"2018-01-12 01:48:40",-10.34,"2018-01-12 01:45:25",-10.26,88.6,"2018-01-12 01:42:35",86.8,"2018-01-12 01:49:30",87.6,-3.024,-4.31,0.081,0.123,0.063,0.136,-0.03,0.139,0,0,4009,3991,-10.77,12.55,0.047,0.409,0,0,0,0,0,0,0,0,0,0,6.845
5519,"2018-01-12 15:20:00",5518,21,-8.73,"2018-01-12 15:12:15",-8.98,"2018-01-12 15:16:30",-8.85,86.2,"2018-01-12 15:15:15",79.86,"2018-01-12 15:19:10",83.6,-3.302,-3.687,0.079,0.125,0.062,0.138,-0.03,0.145,0,0,3853,3853,-6.599,14.47,0.06,1.387,0.104,0.04,0,0,0,0,0,0,0,0,0
5465,"2018-01-12 06:20:00",5464,21,-9.26,"2018-01-12 06:19:25",-9.61,"2018-01-12 06:14:35",-9.48,88.4,"2018-01-12 06:14:45",85.5,"2018-01-12 06:19:30",87.1,-3.366,-4.311,0.08,0.123,0.062,0.137,-0.03,0.14,0,0,4015,4015,-9.94,12.54,0.087,0.828,0.078,0,0,0,0,0,0,0,0,0,0
5626,"2018-01-13 09:10:00",5625,21,-10.57,"2018-01-13 09:02:35",-10.84,"2018-01-13 09:09:25",-10.67,89.8,"2018-01-13 09:00:05",88.4,"2018-01-13 09:06:00",89.2,-3.662,-4.31,0.077,0.121,0.062,0.137,-0.03,0.141,0,0,3689,3688,-10.1,14.37,0.063,0.299,0,0,0.001,0.001,0,0,0,0,0,0,3.21
5461,"2018-01-12 05:40:00",5460,21,-9.57,"2018-01-12 05:30:05",-9.88,"2018-01-12 05:38:15",-9.71,89.3,"2018-01-12 05:37:35",86.1,"2018-01-12 05:32:45",87.5,-3.312,-4.31,0.08,0.123,0.062,0.137,-0.03,0.14,0,0,4011,4011,-10.05,12.55,0.087,0.996,0.066,0,0,0,0,0,0,0,0,0,0
5596,"2018-01-13 04:10:00",5595,21,-10.5,"2018-01-13 04:08:00",-10.7,"2018-01-13 04:03:15",-10.62,88.5,"2018-01-13 04:03:10",86.8,"2018-01-13 04:07:55",87.7,-3.66,-4.31,0.08,0.123,0.062,0.138,-0.03,0.141,0,0,3892,3892,-10.95,12.58,0.044,0.435,0.015,0,0.001,0.001,0,0,0,0,0,0,2.169
5487,"2018-01-12 10:00:00",5486,21,-9.08,"2018-01-12 09:56:00",-9.42,"2018-01-12 09:50:35",-9.25,89.3,"2018-01-12 09:53:45",85.1,"2018-01-12 09:55:45",88,-3.607,-4.322,0.078,0.123,0.062,0.137,-0.03,0.142,0,0,3953,3945,-6.753,14.88,0.074,0.986,0.094,0,0,0,0,0,0,0,0,0,5.535
2727,"2017-12-24 06:00:00",2726,21,-18.91,"2017-12-24 05:55:20",-19.19,"2017-12-24 05:51:10",-19.06,73.57,"2017-12-24 06:00:00",69.13,"2017-12-24 05:50:45",71.02,-2.992,-4.544,0.082,0.119,0.068,0.134,-0.032,0.136,0,0,4973,4973,-20,12.4,0.072,1.058,0,0.09,0,0,0,0,0,0,0,0,2.166
5513,"2018-01-12 14:20:00",5512,21,-8.41,"2018-01-12 14:10:10",-8.7,"2018-01-12 14:14:35",-8.58,88.6,"2018-01-12 14:14:45",82.6,"2018-01-12 14:18:35",85.9,-3.413,-4.05,0.079,0.125,0.062,0.138,-0.03,0.144,0,0,3853,3851,-5.004,14.42,0.068,1.82,0.105,0.154,0,0,0,0,0,0,0,0,0.949
5594,"2018-01-13 03:50:00",5593,21,-10.5,"2018-01-13 03:40:05",-10.66,"2018-01-13 03:45:50",-10.58,88.3,"2018-01-13 03:46:20",86.2,"2018-01-13 03:49:25",87.1,-3.662,-4.31,0.08,0.123,0.062,0.138,-0.03,0.141,0,0,3890,3890,-10.93,12.59,0.043,0.484,0,0,0,0.001,0,0,0,0,0,0,3.381
2736,"2017-12-24 07:30:00",2735,21,-18.18,"2017-12-24 07:27:10",-18.34,"2017-12-24 07:22:35",-18.27,80.5,"2017-12-24 07:24:50",78.21,"2017-12-24 07:27:20",79.18,-2.994,-4.939,0.081,0.118,0.068,0.133,-0.032,0.135,0,0,4968,4968,-19.27,12.44,0.038,0.54,0,0,0.001,0,0,0,0,0,0,0,0.428
5507,"2018-01-12 13:20:00",5506,21,-8.21,"2018-01-12 13:15:40",-8.49,"2018-01-12 13:13:50",-8.32,83.5,"2018-01-12 13:10:25",78.63,"2018-01-12 13:17:20",81.2,-3.507,-4.329,0.079,0.125,0.062,0.138,-0.03,0.144,0,0,3851,3851,-3.902,14.39,0.072,1.243,0.115,0.025,0,0,0,0,0,0,0,0,0
5484,"2018-01-12 09:30:00",5483,21,-9.28,"2018-01-12 09:22:40",-9.51,"2018-01-12 09:27:45",-9.4,88.3,"2018-01-12 09:27:10",85.8,"2018-01-12 09:22:35",87.4,-3.607,-4.322,0.078,0.123,0.062,0.137,-0.03,0.141,0,0,3987,3981,-7.194,14.88,0.049,0.575,0.094,0,0,0,0,0,0,0,0,0,2.309
